time,H_middle,H_upstream,Q_dam_middle,Q_dam_upstream,Q_in
2013-01-03 06:30:00,14.999575,19.989666,96.100565,98.900437,100.000000
2013-01-03 06:45:00,15.001007,19.990462,96.395970,98.973803,100.000000
2013-01-03 07:00:00,15.002294,19.991203,96.674040,99.042754,100.000000
2013-01-03 07:15:00,15.003447,19.991892,96.935511,99.107522,100.000000
2013-01-03 07:30:00,15.004473,19.992532,97.181108,99.168329,100.000000
2013-01-03 07:45:00,15.005383,19.993126,97.411544,99.225388,100.000000
2013-01-03 08:00:00,15.006185,19.993678,97.627520,99.278902,100.000000
2013-01-03 08:15:00,15.006886,19.994191,97.829720,99.329067,100.000000
2013-01-03 08:30:00,15.007494,19.994666,98.018814,99.376068,100.000000
2013-01-03 08:45:00,15.008017,19.995106,98.195451,99.420082,100.000000
2013-01-03 09:00:00,15.008460,19.995514,98.360263,99.461279,100.000000
2013-01-03 09:15:00,15.008831,19.995891,98.513861,99.499820,100.000000
2013-01-03 09:30:00,15.009134,19.996241,98.656840,99.535858,100.000000
2013-01-03 09:45:00,15.009377,19.996564,98.789769,99.569539,100.000000
2013-01-03 10:00:00,15.009564,19.996862,98.913201,99.601001,100.000000
2013-01-03 10:15:00,15.009700,19.997138,99.027666,99.630377,100.000000
2013-01-03 10:30:00,15.009789,19.997392,99.133673,99.657790,100.000000
2013-01-03 10:45:00,15.009837,19.997627,99.231713,99.683359,100.000000
2013-01-03 11:00:00,15.009846,19.997843,99.322253,99.707197,100.000000
2013-01-03 11:15:00,15.009822,19.998042,99.405743,99.729408,100.000000
